,IDV,SUBPOP,ANC
b.chromsome.1,b.0,b,a
b.chromsome.2,b.1,b,a
b.chromsome.3,b.1,b,a
b.chromsome.4,b.2,b,a
b.chromsome.5,b.2,b,b
b.chromsome.6,b.3,b,b
b.chromsome.7,b.3,b,c
b.chromsome.8,b.4,b,b
b.chromsome.9,b.4,b,c
b.chromsome.10,b.5,b,a
b.chromsome.11,b.5,b,c
b.chromsome.12,b.6,b,a
b.chromsome.13,b.6,b,a
b.chromsome.14,b.7,b,c
b.chromsome.15,b.7,b,c
b.chromsome.16,b.8,b,c
b.chromsome.17,b.8,b,a
b.chromsome.18,b.9,b,a
b.chromsome.19,b.9,b,c
b.chromsome.20,b.10,b,a
b.chromsome.21,b.10,b,a
b.chromsome.22,b.11,b,a
b.chromsome.23,b.11,b,a
b.chromsome.24,b.12,b,a
b.chromsome.25,b.12,b,a
b.chromsome.26,b.13,b,a
b.chromsome.27,b.13,b,c
b.chromsome.28,b.14,b,a
b.chromsome.29,b.14,b,c
b.chromsome.30,b.15,b,a
b.chromsome.31,b.15,b,c
b.chromsome.32,b.16,b,a
b.chromsome.33,b.16,b,a
b.chromsome.34,b.17,b,b
b.chromsome.35,b.17,b,a
b.chromsome.36,b.18,b,a
b.chromsome.37,b.18,b,c
b.chromsome.38,b.19,b,b
b.chromsome.39,b.19,b,a
b.chromsome.40,b.20,b,a
b.chromsome.41,b.20,b,c
b.chromsome.42,b.21,b,a
b.chromsome.43,b.21,b,a
b.chromsome.44,b.22,b,a
b.chromsome.45,b.22,b,c
b.chromsome.46,b.23,b,a
b.chromsome.47,b.23,b,a
b.chromsome.48,b.24,b,a
b.chromsome.49,b.24,b,a
b.chromsome.50,b.25,b,a
b.chromsome.51,b.25,b,a
b.chromsome.52,b.26,b,a
b.chromsome.53,b.26,b,a
b.chromsome.54,b.27,b,a
b.chromsome.55,b.27,b,a
b.chromsome.56,b.28,b,a
b.chromsome.57,b.28,b,c
b.chromsome.58,b.29,b,c
b.chromsome.59,b.29,b,a
b.chromsome.60,b.30,b,a
b.chromsome.61,b.30,b,b
b.chromsome.62,b.31,b,b
b.chromsome.63,b.31,b,a
b.chromsome.64,b.32,b,a
b.chromsome.65,b.32,b,c
b.chromsome.66,b.33,b,c
b.chromsome.67,b.33,b,a
b.chromsome.68,b.34,b,a
b.chromsome.69,b.34,b,a
b.chromsome.70,b.35,b,a
b.chromsome.71,b.35,b,a
b.chromsome.72,b.36,b,a
b.chromsome.73,b.36,b,b
b.chromsome.74,b.37,b,a
b.chromsome.75,b.37,b,a
b.chromsome.76,b.38,b,a
b.chromsome.77,b.38,b,c
b.chromsome.78,b.39,b,a
b.chromsome.79,b.39,b,a
b.chromsome.80,b.40,b,a
b.chromsome.81,b.40,b,a
b.chromsome.82,b.41,b,a
b.chromsome.83,b.41,b,a
b.chromsome.84,b.42,b,a
b.chromsome.85,b.42,b,c
b.chromsome.86,b.43,b,a
b.chromsome.87,b.43,b,a
b.chromsome.88,b.44,b,a
b.chromsome.89,b.44,b,a
b.chromsome.90,b.45,b,b
b.chromsome.91,b.45,b,b
b.chromsome.92,b.46,b,a
b.chromsome.93,b.46,b,c
b.chromsome.94,b.47,b,a
b.chromsome.95,b.47,b,a
b.chromsome.96,b.48,b,a
b.chromsome.97,b.48,b,a
b.chromsome.98,b.49,b,a
b.chromsome.99,b.49,b,a
c.chromsome.0,c.0,c,c
c.chromsome.1,c.0,c,a
c.chromsome.2,c.1,c,c
c.chromsome.3,c.1,c,c
c.chromsome.4,c.2,c,a
c.chromsome.5,c.2,c,a
c.chromsome.6,c.3,c,a
c.chromsome.7,c.3,c,c
c.chromsome.8,c.4,c,c
c.chromsome.9,c.4,c,a
c.chromsome.10,c.5,c,a
c.chromsome.11,c.5,c,a
c.chromsome.12,c.6,c,a
c.chromsome.13,c.6,c,a
c.chromsome.14,c.7,c,a
c.chromsome.15,c.7,c,a
c.chromsome.16,c.8,c,c
c.chromsome.17,c.8,c,c
c.chromsome.18,c.9,c,a
c.chromsome.19,c.9,c,a
c.chromsome.20,c.10,c,a
c.chromsome.21,c.10,c,b
c.chromsome.22,c.11,c,a
c.chromsome.23,c.11,c,c
c.chromsome.24,c.12,c,a
c.chromsome.25,c.12,c,b
c.chromsome.26,c.13,c,a
c.chromsome.27,c.13,c,a
c.chromsome.28,c.14,c,a
c.chromsome.29,c.14,c,b
c.chromsome.30,c.15,c,a
c.chromsome.31,c.15,c,a
c.chromsome.32,c.16,c,a
c.chromsome.33,c.16,c,b
c.chromsome.34,c.17,c,b
c.chromsome.35,c.17,c,a
c.chromsome.36,c.18,c,b
c.chromsome.37,c.18,c,a
c.chromsome.38,c.19,c,c
c.chromsome.39,c.19,c,a
c.chromsome.40,c.20,c,a
c.chromsome.41,c.20,c,a
c.chromsome.42,c.21,c,a
c.chromsome.43,c.21,c,a
c.chromsome.44,c.22,c,b
c.chromsome.45,c.22,c,c
c.chromsome.46,c.23,c,a
c.chromsome.47,c.23,c,a
c.chromsome.48,c.24,c,c
c.chromsome.49,c.24,c,c
c.chromsome.50,c.25,c,a
c.chromsome.51,c.25,c,c
c.chromsome.52,c.26,c,c
c.chromsome.53,c.26,c,a
c.chromsome.54,c.27,c,c
c.chromsome.55,c.27,c,a
c.chromsome.56,c.28,c,c
c.chromsome.57,c.28,c,a
c.chromsome.58,c.29,c,c
c.chromsome.59,c.29,c,c
c.chromsome.60,c.30,c,c
c.chromsome.61,c.30,c,a
c.chromsome.62,c.31,c,b
c.chromsome.63,c.31,c,a
c.chromsome.64,c.32,c,a
c.chromsome.65,c.32,c,a
c.chromsome.66,c.33,c,a
c.chromsome.67,c.33,c,a
c.chromsome.68,c.34,c,a
c.chromsome.69,c.34,c,c
c.chromsome.70,c.35,c,c
c.chromsome.71,c.35,c,a
c.chromsome.72,c.36,c,b
c.chromsome.73,c.36,c,a
c.chromsome.74,c.37,c,a
c.chromsome.75,c.37,c,c
c.chromsome.76,c.38,c,a
c.chromsome.77,c.38,c,a
c.chromsome.78,c.39,c,a
c.chromsome.79,c.39,c,a
c.chromsome.80,c.40,c,b
c.chromsome.81,c.40,c,a
c.chromsome.82,c.41,c,c
c.chromsome.83,c.41,c,a
c.chromsome.84,c.42,c,a
c.chromsome.85,c.42,c,a
c.chromsome.86,c.43,c,a
c.chromsome.87,c.43,c,b
c.chromsome.88,c.44,c,a
c.chromsome.89,c.44,c,b
c.chromsome.90,c.45,c,a
c.chromsome.91,c.45,c,b
c.chromsome.92,c.46,c,a
c.chromsome.93,c.46,c,a
c.chromsome.94,c.47,c,c
c.chromsome.95,c.47,c,a
c.chromsome.96,c.48,c,a
c.chromsome.97,c.48,c,a
c.chromsome.98,c.49,c,a
c.chromsome.99,c.49,c,c
d.chromsome.0,d.0,d,a
d.chromsome.1,d.0,d,c
d.chromsome.2,d.1,d,c
d.chromsome.3,d.1,d,a
d.chromsome.4,d.2,d,c
d.chromsome.5,d.2,d,a
d.chromsome.6,d.3,d,b
d.chromsome.7,d.3,d,a
d.chromsome.8,d.4,d,a
d.chromsome.9,d.4,d,c
d.chromsome.10,d.5,d,a
d.chromsome.11,d.5,d,a
d.chromsome.12,d.6,d,c
d.chromsome.13,d.6,d,b
d.chromsome.14,d.7,d,a
d.chromsome.15,d.7,d,c
d.chromsome.16,d.8,d,a
d.chromsome.17,d.8,d,c
d.chromsome.18,d.9,d,a
d.chromsome.19,d.9,d,c
d.chromsome.20,d.10,d,a
d.chromsome.21,d.10,d,a
d.chromsome.22,d.11,d,a
d.chromsome.23,d.11,d,a
d.chromsome.24,d.12,d,c
d.chromsome.25,d.12,d,a
d.chromsome.26,d.13,d,c
d.chromsome.27,d.13,d,a
d.chromsome.28,d.14,d,a
d.chromsome.29,d.14,d,a
d.chromsome.30,d.15,d,a
d.chromsome.31,d.15,d,c
d.chromsome.32,d.16,d,a
d.chromsome.33,d.16,d,c
d.chromsome.34,d.17,d,a
d.chromsome.35,d.17,d,a
d.chromsome.36,d.18,d,a
d.chromsome.37,d.18,d,c
d.chromsome.38,d.19,d,a
d.chromsome.39,d.19,d,a
d.chromsome.40,d.20,d,a
d.chromsome.41,d.20,d,b
d.chromsome.42,d.21,d,a
d.chromsome.43,d.21,d,a
d.chromsome.44,d.22,d,a
d.chromsome.45,d.22,d,b
d.chromsome.46,d.23,d,b
d.chromsome.47,d.23,d,a
d.chromsome.48,d.24,d,c
d.chromsome.49,d.24,d,a
d.chromsome.50,d.25,d,a
d.chromsome.51,d.25,d,a
d.chromsome.52,d.26,d,a
d.chromsome.53,d.26,d,a
d.chromsome.54,d.27,d,a
d.chromsome.55,d.27,d,c
d.chromsome.56,d.28,d,b
d.chromsome.57,d.28,d,c
d.chromsome.58,d.29,d,a
d.chromsome.59,d.29,d,c
d.chromsome.60,d.30,d,a
d.chromsome.61,d.30,d,a
d.chromsome.62,d.31,d,a
d.chromsome.63,d.31,d,a
d.chromsome.64,d.32,d,a
d.chromsome.65,d.32,d,a
d.chromsome.66,d.33,d,a
d.chromsome.67,d.33,d,a
d.chromsome.68,d.34,d,a
d.chromsome.69,d.34,d,c
d.chromsome.70,d.35,d,b
d.chromsome.71,d.35,d,a
d.chromsome.72,d.36,d,c
d.chromsome.73,d.36,d,a
d.chromsome.74,d.37,d,a
d.chromsome.75,d.37,d,b
d.chromsome.76,d.38,d,b
d.chromsome.77,d.38,d,a
d.chromsome.78,d.39,d,b
d.chromsome.79,d.39,d,c
d.chromsome.80,d.40,d,a
d.chromsome.81,d.40,d,c
d.chromsome.82,d.41,d,a
d.chromsome.83,d.41,d,a
d.chromsome.84,d.42,d,a
d.chromsome.85,d.42,d,a
d.chromsome.86,d.43,d,c
d.chromsome.87,d.43,d,a
d.chromsome.88,d.44,d,c
d.chromsome.89,d.44,d,c
d.chromsome.90,d.45,d,a
d.chromsome.91,d.45,d,a
d.chromsome.92,d.46,d,c
d.chromsome.93,d.46,d,a
d.chromsome.94,d.47,d,a
d.chromsome.95,d.47,d,a
d.chromsome.96,d.48,d,b
d.chromsome.97,d.48,d,a
d.chromsome.98,d.49,d,a
d.chromsome.99,d.49,d,b
